Variables=X,Y,u,v,M
Zone   N=1141,E=2160,F=FEPOINT,ET=TRIANGLE
0   0   -1.82078e-31   -1.87051e-31     2.61037e-31
0.0333361   0   9.26283e-33   -3.6805e-31     3.68167e-31
0   0.0333333   1   8.95294e-33     1
0.0500042   0.025   0.381959   0.173016     0.419317
0.0666723   0   4.8064e-33   -3.57465e-31     3.57497e-31
0.0333361   0.05   0.878656   0.460662     0.992091
0   0.0666667   1   1.48017e-32     1
0   0.1   1   1.40174e-32     1
0.060005   0.0533333   0.538371   0.498961     0.734034
0.0750063   0.025   0.12155   0.0366465     0.126954
0.100008   0   4.01911e-33   -3.40377e-31     3.40401e-31
0   0.2   1   7.96464e-33     1
0.0400033   0.08   0.980478   0.738686     1.2276
0   0.166667   1   9.76671e-33     1
0   0.133333   1   1.05875e-32     1
0.0222241   0.111111   1.02756   0.384696     1.09721
0.0888963   0.0555556   0.178384   0.166817     0.244231
0.0666722   0.0833333   0.839456   0.850721     1.19516
0.11112   0.0222222   0.043964   0.0048726     0.0442332
0.133345   0   4.27901e-33   -3.14807e-31     3.14836e-31
0   0.266667   1   5.38515e-33     1
0   0.233333   1   6.63825e-33     1
0.0233353   0.21   1.01348   0.178382     1.02906
0.0250021   0.175   1.02092   0.255848     1.05249
0.047623   0.119048   1.1378   0.834725     1.41115
0.0238115   0.142857   1.01876   0.330752     1.07111
0   0.3   1   4.4955e-33     1
0   0.333333   1   3.59975e-33     1
0   0.366667   1   2.80309e-33     1
0.0833403   0.1   0.897767   0.875503     1.25399
0.0750063   0.125   1.23101   1.04359     1.61384
0.12501   0.05   0.0333166   0.0266524     0.0426655
0.104175   0.075   0.211777   0.212755     0.300191
0.142869   0.0238095   0.0295104   0.00572385     0.0300604
0.166681   0   3.62659e-33   -2.91165e-31     2.91187e-31
0.0222241   0.275   1.00673   0.0933875     1.01105
0.0242445   0.242424   1.00999   0.144505     1.02028
0.0484889   0.218182   1.06844   0.34603     1.12308
0.0466706   0.186667   1.08438   0.453746     1.17549
0.0666722   0.155556   1.23075   0.842424     1.49145
0.0230789   0.307692   1.00438   0.0781542     1.00742
0.0229186   0.34375   1.00526   0.0564477     1.00685
0.0229186   0.375   1.00345   0.0428436     1.00436
0   0.4   1   2.11799e-33     1
0.11112   0.103704   0.598741   0.565797     0.823782
0.150013   0.05   0.0226527   0.0110892     0.0252213
0.0933411   0.14   1.29757   1.06699     1.67993
0.140012   0.0933333   0.0754691   0.0685631     0.101963
0.177793   0.0259259   0.0199218   0.00329048     0.0201918
0.200017   0   2.74735e-33   -2.72038e-31     2.72052e-31
0.047623   0.285714   1.03689   0.19264     1.05463
0.0969778   0.169697   1.42762   1.01653     1.75255
0.0692366   0.230769   1.12541   0.449434     1.21183
0.0692366   0.25641   1.09722   0.366905     1.15694
0.0888963   0.2   1.29911   0.780132     1.51535
0.0444482   0.317778   1.0232   0.1406     1.03281
0.0458372   0.35   1.02227   0.107971     1.02795
0.0444482   0.385185   1.01713   0.0752483     1.01991
0.0240761   0.409259   1.00395   0.0306148     1.00442
0   0.433333   1   1.37417e-33     1
0.122232   0.126852   0.817297   0.68894     1.06893
0.163347   0.07   0.0207123   0.0160815     0.0262224
0.190925   0.0484848   0.0158304   0.0060363     0.0169422
0.133345   0.15   1.20906   0.900869     1.50777
0.145467   0.121212   0.37078   0.284673     0.467457
0.169711   0.0969697   0.0261698   0.0278015     0.0381809
0.210018   0.0233333   0.014972   0.00175595     0.0150746
0.233353   0   2.17958e-33   -2.57211e-31     2.5722e-31
0.0687558   0.297917   1.07347   0.256917     1.10379
0.0916743   0.275   1.1554   0.410138     1.22604
0.115394   0.184615   1.49599   1.01628     1.80854
0.133345   0.22   1.51848   0.90232     1.76634
0.11112   0.244444   1.31037   0.651533     1.46341
0.0705941   0.329412   1.05886   0.200264     1.07763
0.0666722   0.361111   1.0438   0.141564     1.05336
0.0700059   0.396667   1.04116   0.102839     1.04623
0.0466706   0.42   1.01702   0.0510824     1.0183
0   0.466667   1   6.17829e-34     1
0.0228089   0.442105   1.00329   0.0169441     1.00343
0   0.5   1   -1.74756e-34     1
0   0.533333   1   -9.42968e-34     1
0   0.566667   1   -1.71116e-33     1
0   0.6   1   -2.49587e-33     1
0   0.633333   1   -3.20423e-33     1
0.200017   0.075   0.0149378   0.00915254     0.0175188
0.2182   0.0484848   0.0112529   0.00366304     0.0118341
0.144457   0.172778   1.39066   0.942842     1.68015
0.161552   0.153846   0.876732   0.573366     1.04757
0.184631   0.128205   0.102513   0.0684418     0.123261
0.20771   0.102564   0.012234   0.0106633     0.0162289
0.244465   0.025   0.0122378   0.0011552     0.0122922
